paper_title,paper_link,conference,year,repo_link,repo_star,last_update
DICOD: Distributed Convolutional Coordinate Descent for Convolutional Sparse Coding,http://proceedings.mlr.press/v80/moreau18a.html,ICML,2018,https://github.com/tomMoral/Dicod,3,2019-01-02
Adaptive Batch Size for Safe Policy Gradients,http://papers.nips.cc/paper/6950-adaptive-batch-size-for-safe-policy-gradients.pdf,NIPS,2017,https://github.com/T3p/adaptive-batch-size,1,2019-01-02
Deep Affordance-Grounded Sensorimotor Object Recognition,http://openaccess.thecvf.com/content_cvpr_2017/html/Thermos_Deep_Affordance-Grounded_Sensorimotor_CVPR_2017_paper.html,CVPR,2017,https://github.com/spthermo/Sensorimotor,1,2019-01-02
On clustering network-valued data,http://papers.nips.cc/paper/7282-on-clustering-network-valued-data.pdf,NIPS,2017,https://github.com/soumendu041/clustering-network-valued-data,1,2019-01-02
Computing the Stereo Matching Cost With a Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2015/html/Zbontar_Computing_the_Stereo_2015_CVPR_paper.html,CVPR,2015,https://github.com/soonyk/mc-cnn,1,2019-01-02
A Projection Free Method for Generalized Eigenvalue Problem With a Nonsmooth Regularizer,http://openaccess.thecvf.com/content_iccv_2015/html/Hwang_A_Projection_Free_ICCV_2015_paper.html,ICCV,2015,https://github.com/shwang54/iccv2015_sjh,1,2019-01-02
Stochastic Wasserstein Barycenters,http://proceedings.mlr.press/v80/claici18a.html,ICML,2018,https://github.com/sebastian-claici/StochasticWassersteinBarycenters,1,2019-01-02
Collaborative Deep Learning in Fixed Topology Networks,http://papers.nips.cc/paper/7172-collaborative-deep-learning-in-fixed-topology-networks.pdf,NIPS,2017,https://github.com/SCSLabISU/CDSGD,1,2019-01-02
Weakly Supervised Dense Video Captioning,http://openaccess.thecvf.com/content_cvpr_2017/html/Shen_Weakly_Supervised_Dense_CVPR_2017_paper.html,CVPR,2017,https://github.com/SCLinDennis/Weakly-Supervised-Dense-Video-Captioning,2,2019-01-02
Deep Non-Blind Deconvolution via Generalized Low-Rank Approximation,,NIPS,2018,https://github.com/rwenqi/NBD-GLRA,7,2019-01-02
Deep Visual-Semantic Alignments for Generating Image Descriptions,http://openaccess.thecvf.com/content_cvpr_2015/html/Karpathy_Deep_Visual-Semantic_Alignments_2015_CVPR_paper.html,CVPR,2015,https://github.com/rszeto/eecs-692-replication-project,1,2019-01-02
Efficient and Consistent Adversarial Bipartite Matching,http://proceedings.mlr.press/v80/fathony18a.html,ICML,2018,https://github.com/rizalzaf/bipartite-mat,1,2019-01-02
Gated Feedback Refinement Network for Dense Image Labeling,http://openaccess.thecvf.com/content_cvpr_2017/html/Islam_Gated_Feedback_Refinement_CVPR_2017_paper.html,CVPR,2017,https://github.com/rezaulnkarim/RefinementTest,1,2019-01-02
Coupled End-to-End Transfer Learning With Generalized Fisher Information,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Coupled_End-to-End_Transfer_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/RankingCNN/Coupled-End-to-End-Transfer-Learning-With-Generalized-Fisher-Information,1,2019-01-02
Expert Gate: Lifelong Learning With a Network of Experts,http://openaccess.thecvf.com/content_cvpr_2017/html/Aljundi_Expert_Gate_Lifelong_CVPR_2017_paper.html,CVPR,2017,https://github.com/rahafaljundi/Expert-Gate,4,2019-01-02
Task-driven Webpage Saliency,http://openaccess.thecvf.com/content_ECCV_2018/html/Quanlong_Zheng_Task-driven_Webpage_Saliency_ECCV_2018_paper.html,ECCV,2018,https://github.com/quanlzheng/Task-driven-Webpage-Saliency,2,2019-01-02
A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks,,NIPS,2018,https://github.com/pokaxpoka/deep_Mahalanobis_detector,32,2019-01-02
Follow the Moving Leader in Deep Learning,http://proceedings.mlr.press/v70/zheng17a.html,ICML,2017,https://github.com/patniharshit/Follow-the-Moving-Leader-in-Deep-Learning,1,2019-01-02
Unsupervised Semantic Parsing of Video Collections,http://openaccess.thecvf.com/content_iccv_2015/html/Sener_Unsupervised_Semantic_Parsing_ICCV_2015_paper.html,ICCV,2015,https://github.com/ozansener/ICCV2015,1,2019-01-02
Feature Selective Networks for Object Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhai_Feature_Selective_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/noido/feature_selective_networks,1,2019-01-02
Generative Local Metric Learning for Kernel Regression,http://papers.nips.cc/paper/6839-generative-local-metric-learning-for-kernel-regression.pdf,NIPS,2017,https://github.com/nohyung/Nadaraya-Watson-Regression-Metric,1,2019-01-02
Functional Map of the World,http://openaccess.thecvf.com/content_cvpr_2018/papers/Christie_Functional_Map_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/nichochar/zapmap,1,2019-01-02
Distributionally Robust Graphical Models,,NIPS,2018,https://github.com/Narendhar123/Linear-Regression-Algoritham-,1,2018-10-14
Robust Budget Allocation via Continuous Submodular Functions,http://proceedings.mlr.press/v70/staib17a.html,ICML,2017,https://github.com/mstaib/robust-budget-allocation-code,1,2019-01-02
Differentially Private Clustering in High-Dimensional Euclidean Spaces,http://proceedings.mlr.press/v70/balcan17a.html,ICML,2017,https://github.com/mouwenlong/dp-clustering-icml17,1,2019-01-02
Unsupervised Image-to-Image Translation with Stacked Cycle-Consistent Adversarial Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Minjun_Li_Unsupervised_Image-to-Image_Translation_ECCV_2018_paper.html,ECCV,2018,https://github.com/minjunli/SCAN,1,2018-10-14
CartoonGAN: Generative Adversarial Networks for Photo Cartoonization,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_CartoonGAN_Generative_Adversarial_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/MingtaoGuo/CartoonGAN-tensorflow,2,2019-01-02
Model evidence from nonequilibrium simulations,http://papers.nips.cc/paper/6772-model-evidence-from-nonequilibrium-simulations.pdf,NIPS,2017,https://github.com/michaelhabeck/paths,1,2019-01-02
On Calibration of Modern Neural Networks,http://proceedings.mlr.press/v70/guo17a.html,ICML,2017,https://github.com/markdtw/temperature-scaling-tensorflow,1,2019-01-02
CapProNet: Deep Feature Learning via Orthogonal Projections onto Capsule Subspaces,,NIPS,2018,https://github.com/maple-research-lab/CapProNet,3,2019-01-02
Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees,http://papers.nips.cc/paper/6679-greedy-algorithms-for-cone-constrained-optimization-with-convergence-guarantees.pdf,NIPS,2017,https://github.com/locatelf/cone-greedy,1,2019-01-02
Defense Against Universal Adversarial Perturbations,http://openaccess.thecvf.com/content_cvpr_2018/papers/Akhtar_Defense_Against_Universal_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/liujianee/Pertrubation_Rectifying_Network,1,2019-01-02
Inhomogeneous Hypergraph Clustering with Applications,http://papers.nips.cc/paper/6825-inhomogeneous-hypergraph-clustering-with-applications.pdf,NIPS,2017,https://github.com/lipan00123/InHclustering,2,2019-01-02
SPFTN: A Self-Paced Fine-Tuning Network for Segmenting Objects in Weakly Labelled Videos,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_SPFTN_A_Self-Paced_CVPR_2017_paper.html,CVPR,2017,https://github.com/LeYangNwpu/SPFTN,1,2019-01-02
Maximum Causal Tsallis Entropy Imitation Learning,http://arxiv.org/abs/1805.08336v2,NIPS,2018,https://github.com/kyungjaelee/MCTEIL,1,2018-10-14
Matrix Norm Estimation from a Few Entries,http://papers.nips.cc/paper/7221-matrix-norm-estimation-from-a-few-entries.pdf,NIPS,2017,https://github.com/khetan2/Schatten_norm_estimation,1,2019-01-02
Learning to Group Objects,http://openaccess.thecvf.com/content_cvpr_2014/html/Yanulevskaya_Learning_to_Group_2014_CVPR_paper.html,CVPR,2014,https://github.com/KamilWo/PHP_OOP,1,2019-01-02
Latent Trees for Estimating Intensity of Facial Action Units,http://openaccess.thecvf.com/content_cvpr_2015/html/Kaltwang_Latent_Trees_for_2015_CVPR_paper.html,CVPR,2015,https://github.com/kaltwang/2015latent,1,2019-01-02
Laplacian Patch-Based Image Synthesis,http://openaccess.thecvf.com/content_cvpr_2016/html/Lee_Laplacian_Patch-Based_Image_CVPR_2016_paper.html,CVPR,2016,https://github.com/KAIST-VCLAB/laplacianinpainting,1,2019-01-02
Bidirectional Retrieval Made Simple,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wehrmann_Bidirectional_Retrieval_Made_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jwehrmann/chain-vse,3,2019-01-02
"Online Detection of Action Start in Untrimmed, Streaming Videos",http://openaccess.thecvf.com/content_ECCV_2018/html/Zheng_Shou_Online_Detection_of_ECCV_2018_paper.html,ECCV,2018,https://github.com/junting/odas,2,2019-01-02
MarioQA: Answering Questions by Watching Gameplay Videos,http://openaccess.thecvf.com/content_iccv_2017/html/Mun_MarioQA_Answering_Questions_ICCV_2017_paper.html,ICCV,2017,https://github.com/JonghwanMun/MarioQA,5,2019-01-02
ScaleNet: Guiding Object Proposal Generation in Supermarkets and Beyond,http://openaccess.thecvf.com/content_iccv_2017/html/Qiao_ScaleNet_Guiding_Object_ICCV_2017_paper.html,ICCV,2017,https://github.com/joe-siyuan-qiao/ScaleNet,1,2019-01-02
Video-Story Composition via Plot Analysis,http://openaccess.thecvf.com/content_cvpr_2016/html/Choi_Video-Story_Composition_via_CVPR_2016_paper.html,CVPR,2016,https://github.com/jinsc37/Video-Story-CVPR16,1,2019-01-02
Objects2action: Classifying and Localizing Actions Without Any Video Example,http://openaccess.thecvf.com/content_iccv_2015/html/Jain_Objects2action_Classifying_and_ICCV_2015_paper.html,ICCV,2015,https://github.com/JingPG2014/objects2action,1,2019-01-02
Goodness-of-fit Testing for Discrete Distributions via Stein Discrepancy,http://proceedings.mlr.press/v80/yang18c.html,ICML,2018,https://github.com/jiaseny/kdsd,1,2018-09-16
Video Paragraph Captioning Using Hierarchical Recurrent Neural Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Yu_Video_Paragraph_Captioning_CVPR_2016_paper.html,CVPR,2016,https://github.com/JaywongWang/Video-Paragraph-Captioning,1,2019-01-02
Fast Algorithms for Convolutional Neural Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Lavin_Fast_Algorithms_for_CVPR_2016_paper.html,CVPR,2016,https://github.com/istoony/winograd-convolutional-nn,3,2019-01-02
Is Robustness the Cost of Accuracy? -- A Comprehensive Study on the Robustness of 18 Deep Image Classification Models,http://openaccess.thecvf.com/content_ECCV_2018/html/Dong_Su_Is_Robustness_the_ECCV_2018_paper.html,ECCV,2018,https://github.com/IBM/ImageNet-Robustness,1,2019-01-02
Explanations based on the Missing: Towards Contrastive Explanations with Pertinent Negatives,,NIPS,2018,https://github.com/IBM/Contrastive-Explanation-Method,3,2019-01-02
DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,http://proceedings.mlr.press/v80/chen18l.html,ICML,2018,https://github.com/hwang595/Draco,5,2019-01-02
Learning Spatiotemporal Features With 3D Convolutional Networks,http://openaccess.thecvf.com/content_iccv_2015/html/Tran_Learning_Spatiotemporal_Features_ICCV_2015_paper.html,ICCV,2015,https://github.com/hunter-87/read-c3d-features-numpy,1,2019-01-02
Priv’IT: Private and Sample Efficient Identity Testing,http://proceedings.mlr.press/v70/cai17a.html,ICML,2017,https://github.com/hoonose/privit,1,2019-01-02
Deep Adaptive Image Clustering,http://openaccess.thecvf.com/content_iccv_2017/html/Chang_Deep_Adaptive_Image_ICCV_2017_paper.html,ICCV,2017,https://github.com/HongtaoYang/DAC-tensorflow,6,2019-01-02
Directionally Convolutional Networks for 3D Shape Segmentation,http://openaccess.thecvf.com/content_iccv_2017/html/Xu_Directionally_Convolutional_Networks_ICCV_2017_paper.html,ICCV,2017,https://github.com/HaotianMXu/3D-Shape-Segmentation-with-Deep-Neural-Networks,1,2019-01-02
Fast and Effective L0 Gradient Minimization by Region Fusion,http://openaccess.thecvf.com/content_iccv_2015/html/Nguyen_Fast_and_Effective_ICCV_2015_paper.html,ICCV,2015,https://github.com/guqifeng/L0_norm,2,2019-01-02
Context-Aware Synthesis for Video Frame Interpolation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Niklaus_Context-Aware_Synthesis_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/GeorgeBohw/interpolation,1,2019-01-02
Geodesic Distance Descriptors,http://openaccess.thecvf.com/content_cvpr_2017/html/Shamai_Geodesic_Distance_Descriptors_CVPR_2017_paper.html,CVPR,2017,https://github.com/fuyangliu/3D-Model-Descriptor,1,2019-01-02
Generative Modeling of Audible Shapes for Object Perception,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Generative_Modeling_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/FredHuangBia/Sound_ICCV,1,2019-01-02
Multilingual Anchoring: Interactive Topic Modeling and Alignment Across Languages,,NIPS,2018,https://github.com/forest-snow/mtanchor_demo,3,2019-01-02
Online control of the false discovery rate with decaying memory,http://papers.nips.cc/paper/7148-online-control-of-the-false-discovery-rate-with-decaying-memory.pdf,NIPS,2017,https://github.com/fanny-yang/OnlineFDRCode,1,2019-01-02
COLA: Decentralized Linear Learning,,NIPS,2018,https://github.com/epfml/cola,5,2019-01-02
Structured Uncertainty Prediction Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dorta_Structured_Uncertainty_Prediction_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/EhtashamBillah/Acute-Lymphoblastic-Leukemia-cell-classification-using-Bayesian-Convolutional-Neural-Networks,1,2019-01-02
S3Pool: Pooling With Stochastic Spatial Sampling,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhai_S3Pool_Pooling_With_CVPR_2017_paper.html,CVPR,2017,https://github.com/edgarmedina1801/S3Pool,1,2019-01-02
Playing hard exploration games by watching YouTube,http://arxiv.org/abs/1805.11592v1,NIPS,2018,https://github.com/dnddnjs/learning-from-youtube,1,2018-10-14
Highly-Economized Multi-View Binary Compression for Scalable Image Clustering,http://openaccess.thecvf.com/content_ECCV_2018/html/Zheng_Zhang_Highly-Economized_Multi-View_Binary_ECCV_2018_paper.html,ECCV,2018,https://github.com/DarrenZhangZ/HSIC,1,2018-10-01
Adversarial PoseNet: A Structure-Aware Convolutional Network for Human Pose Estimation,http://openaccess.thecvf.com/content_iccv_2017/html/Chen_Adversarial_PoseNet_A_ICCV_2017_paper.html,ICCV,2017,https://github.com/danache/Adversarial-PoseNet,1,2019-01-02
Fast Zero-Shot Image Tagging,http://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Fast_Zero-Shot_Image_CVPR_2016_paper.html,CVPR,2016,https://github.com/csueb-research/fast-zero-shot-image-tagging,1,2019-01-02
MEC: Memory-efficient Convolution for Deep Neural Network,http://proceedings.mlr.press/v70/cho17a.html,ICML,2017,https://github.com/CSshengxy/MEC,4,2019-01-02
A Hybrid l1-l0 Layer Decomposition Model for Tone Mapping,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liang_A_Hybrid_l1-l0_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/csjunxu/L1L0_TM-CVPR2018,3,2019-01-02
Multispectral Image Intrinsic Decomposition via Subspace Constraint,http://openaccess.thecvf.com/content_cvpr_2018/papers/Huang_Multispectral_Image_Intrinsic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/cianhwang/MIID,2,2019-01-02
Chi-square Generative Adversarial Network,http://proceedings.mlr.press/v80/tao18b.html,ICML,2018,https://github.com/chenyang-tao/chi2gan,2,2019-01-02
Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,,NIPS,2018,https://github.com/char256/co-teaching_bohan_et.al,1,2019-01-02
Linearly constrained Gaussian processes,http://papers.nips.cc/paper/6721-linearly-constrained-gaussian-processes.pdf,NIPS,2017,https://github.com/carji475/linearly-constrained-gaussian-processes,1,2019-01-02
A Joint Intrinsic-Extrinsic Prior Model for Retinex,http://openaccess.thecvf.com/content_iccv_2017/html/Cai_A_Joint_Intrinsic-Extrinsic_ICCV_2017_paper.html,ICCV,2017,https://github.com/caibolun/JieP,2,2019-01-02
Learning unknown ODE models with Gaussian processes,http://proceedings.mlr.press/v80/heinonen18a.html,ICML,2018,https://github.com/cagatayyildiz/npode,1,2019-01-02
The committee machine: Computational to statistical gaps in learning a two-layers neural network,,NIPS,2018,https://github.com/benjaminaubin/TheCommitteeMachine,1,2019-01-02
The Expxorcist: Nonparametric Graphical Models Via Conditional Exponential Densities,http://papers.nips.cc/paper/7031-the-expxorcist-nonparametric-graphical-models-via-conditional-exponential-densities.pdf,NIPS,2017,https://github.com/arunsais/Expxorcist,1,2019-01-02
Found Graph Data and Planted Vertex Covers,http://arxiv.org/abs/1805.01209v1,NIPS,2018,https://github.com/arbenson/FGDnPVC,1,2019-01-02
Closed-form Marginal Likelihood in Gamma-Poisson Matrix Factorization,http://proceedings.mlr.press/v80/filstroff18a.html,ICML,2018,https://github.com/alumbreras/MMLE-GaP,1,2019-01-02
Robust Optimization for Deep Regression,http://openaccess.thecvf.com/content_iccv_2015/html/Belagiannis_Robust_Optimization_for_ICCV_2015_paper.html,ICCV,2015,https://github.com/AIHGF/matconvnet-deepReg,1,2019-01-02
Unsupervised Hard Example Mining from Videos for Improved Object Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/SouYoung_Jin_Unsupervised_Hard-Negative_Mining_ECCV_2018_paper.html,ECCV,2018,https://github.com/adiprasad/unsup-hard-negative-mining-mscoco,1,2019-01-02
3D Part-Based Sparse Tracker With Automatic Synchronization and Registration,http://openaccess.thecvf.com/content_cvpr_2016/html/Bibi_3D_Part-Based_Sparse_CVPR_2016_paper.html,CVPR,2016,https://github.com/adelbibi/3D-Part-Based-Sparse-Tracker-with-Automatic-Synchronization-and-Registration,1,2019-01-02
Video Acceleration Magnification,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Video_Acceleration_Magnification_CVPR_2017_paper.html,CVPR,2017,https://github.com/acceleration-magnification/acceleration-magnification.github.io,1,2019-01-02
Video Representation Learning Using Discriminative Pooling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Video_Representation_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/3xWangDot/SVMP,2,2019-01-02
Learning Discriminative Video Representations Using Adversarial Perturbations,http://openaccess.thecvf.com/content_ECCV_2018/html/Jue_Wang_Learning_Discriminative_Video_ECCV_2018_paper.html,ECCV,2018,https://github.com/3xWangDot/DSP,2,2019-01-02
"Multi-Evidence Filtering and Fusion for Multi-Label Classification, Object Detection and Semantic Segmentation Based on Weakly Supervised Learning",http://openaccess.thecvf.com/content_cvpr_2018/papers/Ge_Multi-Evidence_Filtering_and_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ZYYSzj/Multi-Evidence-Filtering-and-Fusion-WSL,0,2019-01-02
Stein Points,http://proceedings.mlr.press/v80/chen18f.html,ICML,2018,https://github.com/ZloyChert/Romash.ISO.SteinerPoints,0,2019-01-02
Deep Defense: Training DNNs with Improved Adversarial Robustness,http://arxiv.org/abs/1803.00404v2,NIPS,2018,https://github.com/ZiangYan/deepdefense.pytorch,8,2019-01-02
Supervision by Fusion: Towards Unsupervised Learning of Deep Salient Object Detector,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Supervision_by_Fusion_ICCV_2017_paper.html,ICCV,2017,https://github.com/zhangyuygss/caffe-modified,0,2019-01-02
Active Learning with Logged Data,http://proceedings.mlr.press/v80/yan18a.html,ICML,2018,https://github.com/yyysbysb/al_log_icml18,0,2019-01-02
Long-Term Recurrent Convolutional Networks for Visual Recognition and Description,http://openaccess.thecvf.com/content_cvpr_2015/html/Donahue_Long-Term_Recurrent_Convolutional_2015_CVPR_paper.html,CVPR,2015,https://github.com/yurisan/Long-term-Recurrent-Convolutional-Networks-for-Visual-Recognition-and-Description,0,2019-01-02
The Weighted Kendall and High-order Kernels for Permutations,http://proceedings.mlr.press/v80/jiao18a.html,ICML,2018,https://github.com/YunlongJiao/weightedkendall,0,2019-01-02
On Word Embedding Dimensionality,,NIPS,2018,https://github.com/yukubo/sample_word2vec_skipgram,0,2019-01-02
DeepPINK: reproducible feature selection in deep neural networks,http://arxiv.org/abs/1809.01185v2,NIPS,2018,https://github.com/younglululu/DeepPINK,0,2019-01-02
Ego-Surfing First-Person Videos,http://openaccess.thecvf.com/content_cvpr_2015/html/Yonetani_Ego-Surfing_First-Person_Videos_2015_CVPR_paper.html,CVPR,2015,https://github.com/yonetaniryo/corrsearch,0,2019-01-02
Multiresolution Kernel Approximation for Gaussian Process Regression,http://papers.nips.cc/paper/6964-multiresolution-kernel-approximation-for-gaussian-process-regression.pdf,NIPS,2017,https://github.com/yiding2012/MKA,0,2019-01-02
Accurate Inference for Adaptive Linear Models,http://proceedings.mlr.press/v80/deshpande18a.html,ICML,2018,https://github.com/yash-deshpande/decorrelating-linear-models,1,2019-01-02
Modular Generative Adversarial Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Bo_Zhao_Modular_Generative_Adversarial_ECCV_2018_paper.html,ECCV,2018,https://github.com/xjdeng/EasyGAN,0,2019-01-02
Weighted-Entropy-Based Quantization for Deep Neural Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Park_Weighted-Entropy-Based_Quantization_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/xiaoweiChen/Weighted-Entropy-based-Quantization-for-Deep-Neural-Networks,0,2019-01-02
End-To-End People Detection in Crowded Scenes,http://openaccess.thecvf.com/content_cvpr_2016/html/Stewart_End-To-End_People_Detection_CVPR_2016_paper.html,CVPR,2016,https://github.com/wuyx/End-to-end-people-detection-in-crowded-scenes,0,2019-01-02
Towards End-To-End Text Spotting With Convolutional Recurrent Neural Networks,http://openaccess.thecvf.com/content_iccv_2017/html/Li_Towards_End-To-End_Text_ICCV_2017_paper.html,ICCV,2017,https://github.com/wuyenan/-Towards-End-to-end-Text-Spotting-with-Convolutional-Recurrent-Neural-Networks,0,2019-01-02
A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations,http://proceedings.mlr.press/v80/nie18a.html,ICML,2018,https://github.com/weilinie/BackpropVis,1,2019-01-02
What If We Do Not Have Multiple Videos of the Same Action? -- Video Action Localization Using Web Images,http://openaccess.thecvf.com/content_cvpr_2016/html/Sultani_What_If_We_CVPR_2016_paper.html,CVPR,2016,https://github.com/WaqasSultani/ActionLocalization_CVPR16,0,2019-01-02
"Cross-view Action Modeling, Learning and Recognition",http://openaccess.thecvf.com/content_cvpr_2014/html/Wang_Cross-view_Action_Modeling_2014_CVPR_paper.html,CVPR,2014,https://github.com/wangjiangb/crossviewActionRecognition,0,2019-01-02
Deep Neural Networks with Box Convolutions,,NIPS,2018,https://github.com/vvoluom/Neural-Networks,0,2018-10-01
ResNet with one-neuron hidden layers is a Universal Approximator,http://arxiv.org/abs/1806.10909v2,NIPS,2018,https://github.com/vinsis/points-in-2d,0,2019-01-02
Guided Proofreading of Automatic Segmentations for Connectomics,http://openaccess.thecvf.com/content_cvpr_2018/papers/Haehn_Guided_Proofreading_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/VCG/guidedproofreading,0,2019-01-02
Reducing Network Agnostophobia,,NIPS,2018,https://github.com/Vastlab/Reducing-Network-Agnostophobia,2,2019-01-02
Gray-box Adversarial Training,http://openaccess.thecvf.com/content_ECCV_2018/html/Vivek_B_S_Gray_box_adversarial_ECCV_2018_paper.html,ECCV,2018,https://github.com/val-iisc/gat,0,2019-01-02
What Value Do Explicit High Level Concepts Have in Vision to Language Problems?,http://openaccess.thecvf.com/content_cvpr_2016/html/Wu_What_Value_Do_CVPR_2016_paper.html,CVPR,2016,https://github.com/upccpu/-,0,2019-01-02
Motion-Depth: RGB-D Depth Map Enhancement with Motion and Depth in Complement,http://openaccess.thecvf.com/content_cvpr_2014/html/Hui_Motion-Depth_RGB-D_Depth_2014_CVPR_paper.html,CVPR,2014,https://github.com/twhui/Motion-Depth,0,2019-01-02
Efficient Point Process Inference for Large-Scale Object Detection,http://openaccess.thecvf.com/content_cvpr_2016/html/Pham_Efficient_Point_Process_CVPR_2016_paper.html,CVPR,2016,https://github.com/trungtpham/point_process_optimisation,0,2019-01-02
"Real-World Repetition Estimation by Div, Grad and Curl",http://openaccess.thecvf.com/content_cvpr_2018/papers/Runia_Real-World_Repetition_Estimation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/tomrunia/RepetitionEstimation,1,2019-01-02
Efficient Intersection of Three Quadrics and Applications in Computer Vision,http://openaccess.thecvf.com/content_cvpr_2016/html/Kukelova_Efficient_Intersection_of_CVPR_2016_paper.html,CVPR,2016,https://github.com/tolgabirdal/e3q3,0,2019-01-02
Adaptive Neural Networks for Efficient Inference,http://proceedings.mlr.press/v70/bolukbasi17a.html,ICML,2017,https://github.com/tolga-b/ann,0,2019-01-02
A Laplacian Framework for Option Discovery in Reinforcement Learning,http://proceedings.mlr.press/v70/machado17a.html,ICML,2017,https://github.com/timguoqk/option_discovery,0,2019-01-02
SAFFRON: an Adaptive Algorithm for Online Control of the False Discovery Rate,http://proceedings.mlr.press/v80/ramdas18a.html,ICML,2018,https://github.com/tijana-zrnic/SAFFRONcode,0,2019-01-02
Product Split Trees,http://openaccess.thecvf.com/content_cvpr_2017/html/Babenko_Product_Split_Trees_CVPR_2017_paper.html,CVPR,2017,https://github.com/theherobrinehunter/Mod,1,2019-01-02
Emotion Recognition in Context,http://openaccess.thecvf.com/content_cvpr_2017/html/Kosti_Emotion_Recognition_in_CVPR_2017_paper.html,CVPR,2017,https://github.com/Thanuja2812/Deep-Neural-Network,0,2019-01-02
Hybrid Camera Pose Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Camposeco_Hybrid_Camera_Pose_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/TeaganLi/A-Hybrid-3DoF-Pose-Estimation-Method-based-on-Camera-and-Lidar-Data,0,2019-01-02
Multi-View Subspace Clustering,http://openaccess.thecvf.com/content_iccv_2015/html/Gao_Multi-View_Subspace_Clustering_ICCV_2015_paper.html,ICCV,2015,https://github.com/TaoZhou19/Dual-Shared-Specific-Multi-view-Subspace-Clustering,0,2019-01-02
Comparison-Based Random Forests,http://proceedings.mlr.press/v80/haghiri18a.html,ICML,2018,https://github.com/SylwiaOliwia2/Decision-tree-random-forest-xgboost-comparison,0,2019-01-02
Guided Perturbations: Self-Corrective Behavior in Convolutional Neural Networks,http://openaccess.thecvf.com/content_iccv_2017/html/Sankaranarayanan_Guided_Perturbations_Self-Corrective_ICCV_2017_paper.html,ICCV,2017,https://github.com/swamiviv/guided_perturbations,1,2019-01-02
Non-Blind Deblurring: Handling Kernel Uncertainty With CNNs,http://openaccess.thecvf.com/content_cvpr_2018/papers/Vasu_Non-Blind_Deblurring_Handling_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/subeeshvasu/2018_subeesh_nbd_cvpr,0,2019-01-02
Object-centered image stitching,http://openaccess.thecvf.com/content_ECCV_2018/html/Charles_Herrmann_Object-centered_image_stitching_ECCV_2018_paper.html,ECCV,2018,https://github.com/StewartNash/img_proc_7,0,2019-01-02
Topological mixture estimation,http://proceedings.mlr.press/v80/huntsman18a.html,ICML,2018,https://github.com/SteveHuntsmanBAESystems/TopologicalMixtureEstimation,0,2019-01-02
Non-metric Similarity Graphs for Maximum Inner Product Search,,NIPS,2018,https://github.com/stanis-morozov/ip-nsw,7,2019-01-02
Gradient Boosted Decision Trees for High Dimensional Sparse Output,http://proceedings.mlr.press/v70/si17a.html,ICML,2017,https://github.com/springdaisy/GBDT,0,2019-01-02
